index,Date,Year,Opponent,H/A,Rank,GB,D/N,Attendance
87,"Sunday, Jul 10",2022,Cincinnati Reds,@,3,15.5,D,21748
88,"Monday, Jul 11",2022,Boston Red Sox,,3,15.0,N,10629
89,"Tuesday, Jul 12",2022,Boston Red Sox,,2,14.0,N,10653
90,"Wednesday, Jul 13",2022,Boston Red Sox,,2,14.0,N,10458
91,"Thursday, Jul 14",2022,Boston Red Sox,,2,13.0,N,11998
92,"Friday, Jul 15",2022,Baltimore Orioles,,2,12.0,N,13917
93,"Saturday, Jul 16",2022,Baltimore Orioles,,2,13.0,D,19886
94,"Sunday, Jul 17",2022,Baltimore Orioles,,2,13.0,D,13813
95,"Friday, Jul 22",2022,Kansas City Royals,@,2,12.0,N,22119
96,"Saturday, Jul 23",2022,Kansas City Royals,@,2,12.0,N,20668
97,"Sunday, Jul 24",2022,Kansas City Royals,@,3,13.0,D,12336
98,"Monday, Jul 25",2022,Baltimore Orioles,@,3,13.5,N,9606
99,"Tuesday, Jul 26",2022,Baltimore Orioles,@,3,13.5,N,11307
100,"Wednesday, Jul 27",2022,Baltimore Orioles,@,3,12.5,N,13592
101,"Thursday, Jul 28",2022,Baltimore Orioles,@,3,13.5,D,16784
102,"Friday, Jul 29",2022,Cleveland Guardians,,3,14.5,N,14671
103,"Saturday, Jul 30",2022,Cleveland Guardians,,3,14.5,D,22756
104,"Sunday, Jul 31",2022,Cleveland Guardians,,3,14.5,D,18023
106,"Tuesday, Aug 2",2022,Toronto Blue Jays,,3,15.0,N,16433
107,"Wednesday, Aug 3",2022,Toronto Blue Jays,,3,14.0,D,14253
108,"Thursday, Aug 4",2022,Detroit Tigers,@,3,13.5,N,16595
109,"Friday, Aug 5",2022,Detroit Tigers,@,3,12.5,N,21547
110,"Saturday, Aug 6",2022,Detroit Tigers,@,3,12.5,N,40101
111,"Sunday, Aug 7",2022,Detroit Tigers,@,3,11.5,D,18395
112,"Tuesday, Aug 9",2022,Milwaukee Brewers,@,3,12.0,N,30030
113,"Wednesday, Aug 10",2022,Milwaukee Brewers,@,3,12.0,D,30644
114,"Friday, Aug 12",2022,Baltimore Orioles,,4,12.0,N,12380
115,"Saturday, Aug 13",2022,Baltimore Orioles,,3,12.0,D,16823
116,"Sunday, Aug 14",2022,Baltimore Orioles,,3,11.0,D,18093
117,"Monday, Aug 15",2022,New York Yankees,@,2,10.0,N,42192
118,"Tuesday, Aug 16",2022,New York Yankees,@,2,9.0,N,41083
119,"Wednesday, Aug 17",2022,New York Yankees,@,2,10.0,N,42512
120,"Thursday, Aug 18",2022,Kansas City Royals,,2,9.0,N,8168
121,"Friday, Aug 19",2022,Kansas City Royals,,3,9.0,N,10049
122,"Saturday, Aug 20",2022,Kansas City Royals,,3,8.0,D,19800
123,"Sunday, Aug 21",2022,Kansas City Royals,,2,8.0,D,12940
124,"Monday, Aug 22",2022,Los Angeles Angels,,2,8.0,N,9942
125,"Tuesday, Aug 23",2022,Los Angeles Angels,,2,8.0,N,8810
126,"Wednesday, Aug 24",2022,Los Angeles Angels,,2,7.5,N,9763
127,"Thursday, Aug 25",2022,Los Angeles Angels,,2,7.5,D,10733
128,"Friday, Aug 26",2022,Boston Red Sox,@,2,8.5,N,30095
129,"Saturday, Aug 27",2022,Boston Red Sox,@,2,8.5,D,34036
130,"Sunday, Aug 28",2022,Boston Red Sox,@,2,7.5,D,29116
131,"Tuesday, Aug 30",2022,Miami Marlins,@,2,7.0,N,7386
132,"Wednesday, Aug 31",2022,Miami Marlins,@,2,6.0,N,7420
134,"Friday, Sep 2",2022,New York Yankees,,2,5.0,N,17886
135,"Saturday, Sep 3",2022,New York Yankees,,2,4.0,N,21754
136,"Sunday, Sep 4",2022,New York Yankees,,2,5.0,D,25025
137,"Monday, Sep 5",2022,Boston Red Sox,,2,5.0,D,12264
138,"Tuesday, Sep 6",2022,Boston Red Sox,,2,4.5,N,8069
139,"Wednesday, Sep 7",2022,Boston Red Sox,,2,5.0,N,8696
140,"Friday, Sep 9",2022,New York Yankees,@,2,3.5,N,46160
141,"Saturday, Sep 10",2022,New York Yankees,@,2,4.5,D,43088
142,"Sunday, Sep 11",2022,New York Yankees,@,2,5.5,D,36402
143,"Monday, Sep 12",2022,Toronto Blue Jays,@,3,6.0,N,23002
144,"Tuesday, Sep 13 (1)",2022,Toronto Blue Jays,@,3,6.5,D,23497
145,"Tuesday, Sep 13 (2)",2022,Toronto Blue Jays,@,3,6.5,N,25103
146,"Wednesday, Sep 14",2022,Toronto Blue Jays,@,3,7.5,N,24282
147,"Thursday, Sep 15",2022,Toronto Blue Jays,@,3,7.0,D,23820
148,"Friday, Sep 16",2022,Texas Rangers,,3,7.0,N,14127
149,"Saturday, Sep 17",2022,Texas Rangers,,3,6.0,N,14094
150,"Sunday, Sep 18",2022,Texas Rangers,,3,6.0,D,12835
151,"Monday, Sep 19",2022,Houston Astros,,3,6.5,N,10390
152,"Tuesday, Sep 20",2022,Houston Astros,,3,7.5,N,8992
153,"Wednesday, Sep 21",2022,Houston Astros,,3,8.5,N,9293
154,"Thursday, Sep 22",2022,Toronto Blue Jays,,3,8.5,N,8799
155,"Friday, Sep 23",2022,Toronto Blue Jays,,2,8.5,N,17407
156,"Saturday, Sep 24",2022,Toronto Blue Jays,,3,9.5,N,22169
157,"Sunday, Sep 25",2022,Toronto Blue Jays,,3,10.5,D,16394
158,"Tuesday, Sep 27",2022,Cleveland Guardians,@,3,10.0,N,10775
159,"Wednesday, Sep 28",2022,Cleveland Guardians,@,3,11.0,N,10674
160,"Thursday, Sep 29",2022,Cleveland Guardians,@,3,11.5,N,11783
161,"Friday, Sep 30",2022,Houston Astros,@,3,10.5,N,37349
163,"Saturday, Oct 1",2022,Houston Astros,@,3,11.5,N,37406
164,"Sunday, Oct 2",2022,Houston Astros,@,3,11.5,D,35809
165,"Monday, Oct 3",2022,Boston Red Sox,@,3,12.5,N,26633
166,"Tuesday, Oct 4",2022,Boston Red Sox,@,3,13.0,N,26477
167,"Wednesday, Oct 5",2022,Boston Red Sox,@,3,13.0,D,26695
0,"Thursday, Mar 30",2023,Detroit Tigers,,1,0.0,D,25025
2,"Saturday, Apr 1",2023,Detroit Tigers,,1,-1.0,D,20204
3,"Sunday, Apr 2",2023,Detroit Tigers,,1,-1.0,D,19425
4,"Monday, Apr 3",2023,Washington Nationals,@,1,-1.0,N,10754
5,"Tuesday, Apr 4",2023,Washington Nationals,@,1,-2.0,N,15272
6,"Wednesday, Apr 5",2023,Washington Nationals,@,1,-2.0,D,13836
7,"Friday, Apr 7",2023,Oakland Athletics,,1,-2.5,N,15980
8,"Saturday, Apr 8",2023,Oakland Athletics,,1,-3.0,D,15880
9,"Sunday, Apr 9",2023,Oakland Athletics,,1,-3.0,D,11159
10,"Monday, Apr 10",2023,Boston Red Sox,,1,-4.0,N,13470
11,"Tuesday, Apr 11",2023,Boston Red Sox,,1,-4.0,N,12649
12,"Wednesday, Apr 12",2023,Boston Red Sox,,1,-4.0,N,17136
13,"Thursday, Apr 13",2023,Boston Red Sox,,1,-5.0,D,21175
14,"Friday, Apr 14",2023,Toronto Blue Jays,@,1,-4.0,N,34822
15,"Saturday, Apr 15",2023,Toronto Blue Jays,@,1,-3.0,D,41679
16,"Sunday, Apr 16",2023,Toronto Blue Jays,@,1,-4.0,D,39179
17,"Monday, Apr 17",2023,Cincinnati Reds,@,1,-3.5,N,7375
18,"Tuesday, Apr 18",2023,Cincinnati Reds,@,1,-4.0,N,11304
19,"Wednesday, Apr 19",2023,Cincinnati Reds,@,1,-4.5,D,10205
20,"Friday, Apr 21",2023,Chicago White Sox,,1,-4.5,N,17973
21,"Saturday, Apr 22",2023,Chicago White Sox,,1,-4.5,D,22333
22,"Sunday, Apr 23",2023,Chicago White Sox,,1,-4.5,D,22702
23,"Monday, Apr 24",2023,Houston Astros,,1,-4.5,N,10611
24,"Tuesday, Apr 25",2023,Houston Astros,,1,-4.5,N,9916
25,"Wednesday, Apr 26",2023,Houston Astros,,1,-3.5,N,14168
26,"Thursday, Apr 27",2023,Chicago White Sox,@,1,-3.5,N,11060
27,"Friday, Apr 28",2023,Chicago White Sox,@,1,-4.0,N,16681
28,"Saturday, Apr 29",2023,Chicago White Sox,@,1,-4.5,N,28462
29,"Sunday, Apr 30",2023,Chicago White Sox,@,1,-3.5,D,17049
31,"Tuesday, May 2",2023,Pittsburg Pirates,,1,-3.5,N,10325
32,"Wednesday, May 3",2023,Pittsburg Pirates,,1,-4.5,N,15247
33,"Thursday, May 4",2023,Pittsburg Pirates,,1,-4.5,D,12418
34,"Friday, May 5",2023,New York Yankees,,1,-4.5,N,25007
35,"Saturday, May 6",2023,New York Yankees,,1,-4.5,D,27078
36,"Sunday, May 7",2023,New York Yankees,,1,-5.5,D,32142
37,"Monday, May 8",2023,Baltimore Orioles,@,1,-6.5,N,12669
38,"Tuesday, May 9",2023,Baltimore Orioles,@,1,-5.5,N,10017
39,"Wednesday, May 10",2023,Baltimore Orioles,@,1,-4.5,N,14395
40,"Thursday, May 11",2023,New York Yankees,@,1,-5.0,N,37686
41,"Friday, May 12",2023,New York Yankees,@,1,-4.0,N,46130
42,"Saturday, May 13",2023,New York Yankees,@,1,-3.0,D,44714
43,"Sunday, May 14",2023,New York Yankees,@,1,-4.0,D,42116
44,"Tuesday, May 16",2023,New York Mets,@,1,-4.5,N,28296
45,"Wednesday, May 17",2023,New York Mets,@,1,-3.5,N,29695
46,"Thursday, May 18",2023,New York Mets,@,1,-3.5,D,29946
47,"Friday, May 19",2023,Milwaukee Brewers,,1,-3.5,N,18961
48,"Saturday, May 20",2023,Milwaukee Brewers,,1,-3.5,D,19954
49,"Sunday, May 21",2023,Milwaukee Brewers,,1,-2.5,D,20193
50,"Monday, May 22",2023,Toronto Blue Jays,,1,-3.0,N,8857
51,"Tuesday, May 23",2023,Toronto Blue Jays,,1,-3.0,N,11906
52,"Wednesday, May 24",2023,Toronto Blue Jays,,1,-3.0,N,8699
53,"Thursday, May 25",2023,Toronto Blue Jays,,1,-3.0,D,10736
54,"Friday, May 26",2023,Los Angeles Dodgers,,1,-4.0,N,19715
55,"Saturday, May 27",2023,Los Angeles Dodgers,,1,-4.0,D,23443
56,"Sunday, May 28",2023,Los Angeles Dodgers,,1,-4.0,D,21043
57,"Monday, May 29",2023,Chicago Cubs,@,1,-4.0,D,38163
58,"Tuesday, May 30",2023,Chicago Cubs,@,1,-3.0,N,31762
59,"Wednesday, May 31",2023,Chicago Cubs,@,1,-4.0,D,29360
61,"Saturday, Jun 3 (1)",2023,Boston Red Sox,@,1,-4.0,D,31303
62,"Saturday, Jun 3 (2)",2023,Boston Red Sox,@,1,-4.0,N,30784
63,"Sunday, Jun 4",2023,Boston Red Sox,@,1,-4.0,D,34192
64,"Monday, Jun 5",2023,Boston Red Sox,@,1,-4.5,D,30860
65,"Tuesday, Jun 6",2023,Minnesota Twins,,1,-5.5,N,14689
66,"Wednesday, Jun 7",2023,Minnesota Twins,,1,-6.5,N,10846
67,"Thursday, Jun 8",2023,Minnesota Twins,,1,-6.5,D,12584
68,"Friday, Jun 9",2023,Texas Rangers,,1,-6.5,N,17447
69,"Saturday, Jun 10",2023,Texas Rangers,,1,-5.5,D,18932
70,"Sunday, Jun 11",2023,Texas Rangers,,1,-5.5,D,23069
71,"Monday, Jun 12",2023,Oakland Athletics,@,1,-5.0,N,4848
72,"Tuesday, Jun 13",2023,Oakland Athletics,@,1,-4.0,N,27759
73,"Wednesday, Jun 14",2023,Oakland Athletics,@,1,-5.0,N,7055
74,"Thursday, Jun 15",2023,Oakland Athletics,@,1,-5.0,D,7133
75,"Friday, Jun 16",2023,San Diego Padres,@,1,-6.0,N,42367
76,"Saturday, Jun 17",2023,San Diego Padres,@,1,-6.0,D,43180
77,"Sunday, Jun 18",2023,San Diego Padres,@,1,-5.0,D,44404
78,"Tuesday, Jun 20",2023,Baltimore Orioles,,1,-4.0,N,20906
79,"Wednesday, Jun 21",2023,Baltimore Orioles,,1,-5.0,D,19493
80,"Thursday, Jun 22",2023,Kansas City Royals,,1,-4.5,N,10436
81,"Friday, Jun 23",2023,Kansas City Royals,,1,-5.5,N,16189
82,"Saturday, Jun 24",2023,Kansas City Royals,,1,-4.5,D,20884
83,"Sunday, Jun 25",2023,Kansas City Royals,,1,-4.5,D,18442
84,"Tuesday, Jun 27",2023,Arizona Diamondbacks,@,1,-4.0,N,23351
85,"Wednesday, Jun 28",2023,Arizona Diamondbacks,@,1,-5.0,N,20858
86,"Thursday, Jun 29",2023,Arizona Diamondbacks,@,1,-5.5,D,22127
87,"Friday, Jun 30",2023,Seattle Mariners,@,1,-6.5,N,37063
89,"Saturday, Jul 1",2023,Seattle Mariners,@,1,-6.5,D,35546
90,"Sunday, Jul 2",2023,Seattle Mariners,@,1,-5.5,D,36541
91,"Tuesday, Jul 4",2023,Phildelphia Phillies,,1,-6.0,D,22665
92,"Wednesday, Jul 5",2023,Phildelphia Phillies,,1,-5.0,N,18208
93,"Thursday, Jul 6",2023,Phildelphia Phillies,,1,-4.0,N,17060
94,"Friday, Jul 7",2023,Atlanta Braves,,1,-3.0,N,25025
95,"Saturday, Jul 8",2023,Atlanta Braves,,1,-2.0,N,25025
96,"Sunday, Jul 9",2023,Atlanta Braves,,1,-2.0,D,25025
97,"Saturday, Jul 15 (1)",2023,Kansas City Royals,@,1,-2.0,D,15428
98,"Saturday, Jul 15 (2)",2023,Kansas City Royals,@,1,-2.0,N,18052
99,"Sunday, Jul 16",2023,Kansas City Royals,@,1,-1.0,D,15632
100,"Monday, Jul 17",2023,Texas Rangers,@,1,-1.0,N,29901
101,"Tuesday, Jul 18",2023,Texas Rangers,@,1,-1.0,N,34677
102,"Wednesday, Jul 19",2023,Texas Rangers,@,1,0.0,D,31591
103,"Thursday, Jul 20",2023,Baltimore Orioles,,2,1.0,N,20203
104,"Friday, Jul 21",2023,Baltimore Orioles,,1,0.0,N,19703
105,"Saturday, Jul 22",2023,Baltimore Orioles,,2,1.0,D,25025
106,"Sunday, Jul 23",2023,Baltimore Orioles,,2,2.0,D,23440
107,"Tuesday, Jul 25",2023,Miami Marlins,,2,1.5,N,20508
108,"Wednesday, Jul 26",2023,Miami Marlins,,2,1.5,D,20971
109,"Friday, Jul 28",2023,Houston Astros,@,2,1.5,N,38592
110,"Saturday, Jul 29",2023,Houston Astros,@,2,1.5,N,40004
111,"Sunday, Jul 30",2023,Houston Astros,@,2,1.5,D,40357
112,"Monday, Jul 31",2023,New York Yankees,@,2,1.5,N,43613
114,"Tuesday, Aug 1",2023,New York Yankees,@,2,1.5,N,38047
115,"Wednesday, Aug 2",2023,New York Yankees,@,2,1.5,N,38740
116,"Friday, Aug 4",2023,Detroit Tigers,@,2,2.0,N,26050
117,"Saturday, Aug 5",2023,Detroit Tigers,@,2,3.0,D,30939
118,"Sunday, Aug 6",2023,Detroit Tigers,@,2,3.0,D,21824
119,"Tuesday, Aug 8",2023,St. Louis Cardinals,,2,2.0,N,15522
120,"Wednesday, Aug 9",2023,St. Louis Cardinals,,2,2.0,N,11203
121,"Thursday, Aug 10",2023,St. Louis Cardinals,,2,3.0,N,11990
122,"Friday, Aug 11",2023,Cleveland Guardians,,2,2.0,N,19625
123,"Saturday, Aug 12",2023,Cleveland Guardians,,2,2.0,D,25025
124,"Sunday, Aug 13",2023,Cleveland Guardians,,2,3.0,D,22163
125,"Monday, Aug 14",2023,San Francisco Giants,@,2,3.0,N,25748
126,"Tuesday, Aug 15",2023,San Francisco Giants,@,2,3.0,N,26322
127,"Wednesday, Aug 16",2023,San Francisco Giants,@,2,2.0,D,27510
128,"Friday, Aug 18",2023,Los Angeles Angels,@,2,2.0,N,38297
129,"Saturday, Aug 19 (1)",2023,Los Angeles Angels,@,2,2.5,D,27309
130,"Saturday, Aug 19 (2)",2023,Los Angeles Angels,@,2,2.5,N,33803
131,"Tuesday, Aug 22",2023,Colorado Rockies,,2,2.0,N,10235
132,"Wednesday, Aug 23",2023,Colorado Rockies,,2,2.0,N,12001
133,"Thursday, Aug 24",2023,Colorado Rockies,,2,2.0,D,9972
134,"Friday, Aug 25",2023,New York Yankees,,2,3.0,N,22679
135,"Saturday, Aug 26",2023,New York Yankees,,2,3.0,D,22943
136,"Sunday, Aug 27",2023,New York Yankees,,2,2.0,D,22624
137,"Tuesday, Aug 29",2023,Miami Marlins,@,2,2.5,N,10338
138,"Wednesday, Aug 30",2023,Miami Marlins,@,2,1.5,N,9803
140,"Friday, Sep 1",2023,Cleveland Guardians,@,2,1.5,N,25685
141,"Saturday, Sep 2",2023,Cleveland Guardians,@,2,2.5,N,27788
142,"Sunday, Sep 3",2023,Cleveland Guardians,@,2,2.5,D,25556
143,"Monday, Sep 4",2023,Boston Red Sox,,2,3.5,D,18302
144,"Tuesday, Sep 5",2023,Boston Red Sox,,2,3.5,N,9119
145,"Wednesday, Sep 6",2023,Boston Red Sox,,2,3.5,N,10100
146,"Thursday, Sep 7",2023,Seattle Mariners,,2,4.0,N,10060
147,"Friday, Sep 8",2023,Seattle Mariners,,2,4.0,N,21243
148,"Saturday, Sep 9",2023,Seattle Mariners,,2,4.0,D,18008
149,"Sunday, Sep 10",2023,Seattle Mariners,,2,3.0,D,18230
150,"Monday, Sep 11",2023,Minnesota Twins,@,2,3.0,N,18683
151,"Tuesday, Sep 12",2023,Minnesota Twins,@,2,3.0,N,24390
152,"Wednesday, Sep 13",2023,Minnesota Twins,@,2,2.0,D,18342
153,"Thursday, Sep 14",2023,Baltimore Orioles,@,2,1.0,N,24835
154,"Friday, Sep 15",2023,Baltimore Orioles,@,1,0.0,N,43359
155,"Saturday, Sep 16",2023,Baltimore Orioles,@,2,1.0,N,38432
156,"Sunday, Sep 17",2023,Baltimore Orioles,@,2,2.0,D,37297
157,"Tuesday, Sep 19",2023,Los Angeles Angels,,2,2.5,N,15176
158,"Wednesday, Sep 20",2023,Los Angeles Angels,,2,2.5,N,15145
159,"Thursday, Sep 21",2023,Los Angeles Angels,,2,1.5,D,12966
160,"Friday, Sep 22",2023,Toronto Blue Jays,,2,1.5,N,18538
161,"Saturday, Sep 23",2023,Toronto Blue Jays,,2,1.5,D,22655
162,"Sunday, Sep 24",2023,Toronto Blue Jays,,2,2.5,D,22472
163,"Tuesday, Sep 26",2023,Boston Red Sox,@,2,2.5,N,34094
164,"Wednesday, Sep 27",2023,Boston Red Sox,@,2,2.5,N,34559
165,"Friday, Sep 29",2023,Toronto Blue Jays,@,2,3.0,N,42394
166,"Saturday, Sep 30",2023,Toronto Blue Jays,@,2,3.0,D,42097
168,"Sunday, Oct 1",2023,Toronto Blue Jays,@,2,2.0,D,42058
